discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Beach Volleyball,rio-2016,Beach volleyball men,Men,GOLD,GameTeam,Brazil team #1,https://olympics.com/en/athletes/alison-cerutti,Alison CERUTTI,Brazil,BR,BRA
Beach Volleyball,rio-2016,Beach volleyball men,Men,GOLD,GameTeam,Brazil team #1,https://olympics.com/en/athletes/bruno-schmidt,Bruno SCHMIDT,Brazil,BR,BRA
Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Italy team #1,https://olympics.com/en/athletes/paolo-nicolai,Paolo NICOLAI,Italy,IT,ITA
Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Italy team #1,https://olympics.com/en/athletes/daniele-lupo,Daniele LUPO,Italy,IT,ITA
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,Netherlands team #1,https://olympics.com/en/athletes/alexander-brouwer,Alexander BROUWER,Netherlands,NL,NED
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,Netherlands team #1,https://olympics.com/en/athletes/robert-meeuwsen,Robert MEEUWSEN,Netherlands,NL,NED
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/gabriella-szabo,Gabriella SZABO,Hungary,HU,HUN
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/danuta-kozak,Danuta KOZAK,Hungary,HU,HUN
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/franziska-weber,Franziska WEBER,Germany,DE,GER
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/tina-dietze,Tina DIETZE,Germany,DE,GER
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/karolina-naja,Karolina NAJA,Poland,PL,POL
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/beata-mikolajczyk,Beata MIKOLAJCZYK,Poland,PL,POL
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/max-rendschmidt,Max RENDSCHMIDT,Germany,DE,GER
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/marcus-gross,Marcus GROSS,Germany,DE,GER
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,SILVER,GameTeam,Serbia team,https://olympics.com/en/athletes/marko-tomicevic,Marko TOMICEVIC,Serbia,RS,SRB
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,SILVER,GameTeam,Serbia team,https://olympics.com/en/athletes/milenko-zoric,Milenko ZORIC,Serbia,RS,SRB
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/ken-wallace,Ken WALLACE,Australia,AU,AUS
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/lachlan-tame,Lachlan TAME,Australia,AU,AUS
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,GOLD,GameTeam,Spain team,https://olympics.com/en/athletes/saul-craviotto,Saul CRAVIOTTO,Spain,ES,ESP
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,GOLD,GameTeam,Spain team,https://olympics.com/en/athletes/cristian-toro,Cristian TORO,Spain,ES,ESP
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/liam-heath,Liam HEATH,Great Britain,GB,GBR
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/jon-schofield,Jon SCHOFIELD,Great Britain,GB,GBR
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,BRONZE,GameTeam,Lithuania team,https://olympics.com/en/athletes/aurimas-lankas,Aurimas LANKAS,Lithuania,LT,LTU
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,BRONZE,GameTeam,Lithuania team,https://olympics.com/en/athletes/edvinas-ramanauskas,Edvinas RAMANAUSKAS,Lithuania,LT,LTU
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/sebastian-brendel,Sebastian BRENDEL,Germany,DE,GER
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/jan-vandrey,Jan VANDREY,Germany,DE,GER
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,SILVER,GameTeam,Brazil team,https://olympics.com/en/athletes/erlon-de-souza-silva,Erlon DE SOUZA SILVA,Brazil,BR,BRA
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,SILVER,GameTeam,Brazil team,https://olympics.com/en/athletes/isaquias-queiroz-dos-santos,Isaquias QUEIROZ DOS SANTOS,Brazil,BR,BRA
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,BRONZE,GameTeam,Ukraine team,https://olympics.com/en/athletes/dmytro-ianchuk,Dmytro IANCHUK,Ukraine,UA,UKR
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,BRONZE,GameTeam,Ukraine team,https://olympics.com/en/athletes/taras-mishchuk,Taras MISHCHUK,Ukraine,UA,UKR
Rowing,rio-2016,lightweight double sculls 2x men,Men,GOLD,GameTeam,France team,https://olympics.com/en/athletes/pierre-houin,Pierre HOUIN,France,FR,FRA
Rowing,rio-2016,lightweight double sculls 2x men,Men,GOLD,GameTeam,France team,https://olympics.com/en/athletes/jeremie-azou,Jeremie AZOU,France,FR,FRA
Rowing,rio-2016,lightweight double sculls 2x men,Men,SILVER,GameTeam,Ireland team,https://olympics.com/en/athletes/gary-odonovan,Gary ODONOVAN,Ireland,IE,IRL
Rowing,rio-2016,lightweight double sculls 2x men,Men,SILVER,GameTeam,Ireland team,https://olympics.com/en/athletes/paul-odonovan,Paul ODONOVAN,Ireland,IE,IRL
Rowing,rio-2016,lightweight double sculls 2x men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/kristoffer-brun,Kristoffer BRUN,Norway,NO,NOR
Rowing,rio-2016,lightweight double sculls 2x men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/are-strandli,Are STRANDLI,Norway,NO,NOR
Rowing,rio-2016,double sculls 2x men,Men,GOLD,GameTeam,Croatia team,https://olympics.com/en/athletes/martin-sinkovic,Martin SINKOVIC,Croatia,HR,CRO
Rowing,rio-2016,double sculls 2x men,Men,GOLD,GameTeam,Croatia team,https://olympics.com/en/athletes/valent-sinkovic,Valent SINKOVIC,Croatia,HR,CRO
Rowing,rio-2016,double sculls 2x men,Men,SILVER,GameTeam,Lithuania team,https://olympics.com/en/athletes/mindaugas-griskonis,Mindaugas GRISKONIS,Lithuania,LT,LTU
Rowing,rio-2016,double sculls 2x men,Men,SILVER,GameTeam,Lithuania team,https://olympics.com/en/athletes/saulius-ritter,Saulius RITTER,Lithuania,LT,LTU
Rowing,rio-2016,double sculls 2x men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/kjetil-borch,Kjetil BORCH,Norway,NO,NOR
Rowing,rio-2016,double sculls 2x men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/olaf-tufte,Olaf TUFTE,Norway,NO,NOR
Rowing,rio-2016,double sculls 2x women,Women,GOLD,GameTeam,Poland team,https://olympics.com/en/athletes/magdalena-fularczyk-kozlowska,Magdalena FULARCZYK-KOZLOWSKA,Poland,PL,POL
Rowing,rio-2016,double sculls 2x women,Women,GOLD,GameTeam,Poland team,https://olympics.com/en/athletes/natalia-madaj,Natalia MADAJ,Poland,PL,POL
Rowing,rio-2016,double sculls 2x women,Women,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/victoria-thornley,Victoria THORNLEY,Great Britain,GB,GBR
Rowing,rio-2016,double sculls 2x women,Women,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/katherine-grainger,Katherine GRAINGER,Great Britain,GB,GBR
Rowing,rio-2016,double sculls 2x women,Women,BRONZE,GameTeam,Lithuania team,https://olympics.com/en/athletes/donata-vistartaite,Donata VISTARTAITE,Lithuania,LT,LTU
Rowing,rio-2016,double sculls 2x women,Women,BRONZE,GameTeam,Lithuania team,https://olympics.com/en/athletes/milda-valciukaite,Milda VALCIUKAITE,Lithuania,LT,LTU
Rowing,rio-2016,lightweight double sculls 2x women,Women,GOLD,GameTeam,Netherlands team,https://olympics.com/en/athletes/ilse-paulis,Ilse PAULIS,Netherlands,NL,NED
Rowing,rio-2016,lightweight double sculls 2x women,Women,GOLD,GameTeam,Netherlands team,https://olympics.com/en/athletes/maaike-head,Maaike HEAD,Netherlands,NL,NED
Rowing,rio-2016,lightweight double sculls 2x women,Women,SILVER,GameTeam,Canada team,https://olympics.com/en/athletes/lindsay-jennerich,Lindsay JENNERICH,Canada,CA,CAN
Rowing,rio-2016,lightweight double sculls 2x women,Women,SILVER,GameTeam,Canada team,https://olympics.com/en/athletes/patricia-obee,Patricia OBEE,Canada,CA,CAN
Rowing,rio-2016,lightweight double sculls 2x women,Women,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/wenyi-huang,Wenyi HUANG,People's Republic of China,CN,CHN
Rowing,rio-2016,lightweight double sculls 2x women,Women,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/feihong-pan,Feihong PAN,People's Republic of China,CN,CHN
Rowing,rio-2016,pair without coxswain 2 men,Men,GOLD,GameTeam,New Zealand team,https://olympics.com/en/athletes/eric-murray,Eric MURRAY,New Zealand,NZ,NZL
Rowing,rio-2016,pair without coxswain 2 men,Men,GOLD,GameTeam,New Zealand team,https://olympics.com/en/athletes/hamish-bond,Hamish BOND,New Zealand,NZ,NZL
Rowing,rio-2016,pair without coxswain 2 men,Men,SILVER,GameTeam,South Africa team,https://olympics.com/en/athletes/lawrence-brittain,Lawrence BRITTAIN,South Africa,ZA,RSA
Rowing,rio-2016,pair without coxswain 2 men,Men,SILVER,GameTeam,South Africa team,https://olympics.com/en/athletes/shaun-keeling,Shaun KEELING,South Africa,ZA,RSA
Rowing,rio-2016,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/giovanni-abagnale,Giovanni ABAGNALE,Italy,IT,ITA
Rowing,rio-2016,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/marco-di-costanzo,Marco DI COSTANZO,Italy,IT,ITA
Rowing,rio-2016,pair without coxswain 2 women,Women,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/helen-glover,Helen GLOVER,Great Britain,GB,GBR
Rowing,rio-2016,pair without coxswain 2 women,Women,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/heather-stanning,Heather STANNING,Great Britain,GB,GBR
Rowing,rio-2016,pair without coxswain 2 women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/genevieve-behrent,Genevieve BEHRENT,New Zealand,NZ,NZL
Rowing,rio-2016,pair without coxswain 2 women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/rebecca-scown,Rebecca SCOWN,New Zealand,NZ,NZL
Rowing,rio-2016,pair without coxswain 2 women,Women,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/hedvig-rasmussen,Hedvig RASMUSSEN,Denmark,DK,DEN
Rowing,rio-2016,pair without coxswain 2 women,Women,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/anne-andersen,Anne ANDERSEN,Denmark,DK,DEN
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,Slovakia team,https://olympics.com/en/athletes/ladislav-skantar,Ladislav SKANTAR,Slovakia,SK,SVK
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,GOLD,GameTeam,Slovakia team,https://olympics.com/en/athletes/peter-skantar,Peter SKANTAR,Slovakia,SK,SVK
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/david-florence,David FLORENCE,Great Britain,GB,GBR
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,SILVER,GameTeam,Great Britain team,https://olympics.com/en/athletes/richard-hounslow,Richard HOUNSLOW,Great Britain,GB,GBR
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/gauthier-klauss,Gauthier KLAUSS,France,FR,FRA
Canoe Slalom,rio-2016,C-2 (canoe double) men,Men,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/matthieu-peche,Matthieu PECHE,France,FR,FRA
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/natalia-ishchenko,Natalia ISHCHENKO,Russian Federation,RU,RUS
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/svetlana-romashina,Svetlana ROMASHINA,Russian Federation,RU,RUS
Synchronized Swimming,rio-2016,duet women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/xuechen-huang,Xuechen HUANG,People's Republic of China,CN,CHN
Synchronized Swimming,rio-2016,duet women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/wenyan-sun,Wenyan SUN,People's Republic of China,CN,CHN
Synchronized Swimming,rio-2016,duet women,Women,BRONZE,GameTeam,Japan team,https://olympics.com/en/athletes/yukiko-inui,Yukiko INUI,Japan,JP,JPN
Synchronized Swimming,rio-2016,duet women,Women,BRONZE,GameTeam,Japan team,https://olympics.com/en/athletes/risako-mitsui,Risako MITSUI,Japan,JP,JPN
Sailing,rio-2016,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Croatia team,https://olympics.com/en/athletes/sime-fantela,Sime FANTELA,Croatia,HR,CRO
Sailing,rio-2016,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Croatia team,https://olympics.com/en/athletes/igor-marenic,Igor MARENIC,Croatia,HR,CRO
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/mathew-belcher,Mathew BELCHER,Australia,AU,AUS
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/will-ryan,Will RYAN,Australia,AU,AUS
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Greece team,https://olympics.com/en/athletes/panagiotis-mantis,Panagiotis MANTIS,Greece,GR,GRE
Sailing,rio-2016,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,Greece team,https://olympics.com/en/athletes/pavlos-kagialis,Pavlos KAGIALIS,Greece,GR,GRE
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,Brazil team,https://olympics.com/en/athletes/martine-grael,Martine GRAEL,Brazil,BR,BRA
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,Brazil team,https://olympics.com/en/athletes/kahena-kunze,Kahena KUNZE,Brazil,BR,BRA
Sailing,rio-2016,49er FX Women women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/alex-maloney,Alex MALONEY,New Zealand,NZ,NZL
Sailing,rio-2016,49er FX Women women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/molly-meech,Molly MEECH,New Zealand,NZ,NZL
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/jena-hansen,Jena HANSEN,Denmark,DK,DEN
Sailing,rio-2016,49er FX Women women,Women,BRONZE,GameTeam,Denmark team,https://olympics.com/en/athletes/katja-steen-salskov-iversen,Katja Steen SALSKOV-IVERSEN,Denmark,DK,DEN
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/hannah-mills,Hannah MILLS,Great Britain,GB,GBR
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/saskia-clark,Saskia CLARK,Great Britain,GB,GBR
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/jo-aleh,Jo ALEH,New Zealand,NZ,NZL
Sailing,rio-2016,470 - Two Person Dinghy women,Women,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/polly-powrie,Polly POWRIE,New Zealand,NZ,NZL
Sailing,rio-2016,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/camille-lecointre,Camille LECOINTRE,France,FR,FRA
Sailing,rio-2016,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,France team,https://olympics.com/en/athletes/helene-defrance,Helene DEFRANCE,France,FR,FRA
Sailing,rio-2016,49er - Skiff men,Men,GOLD,GameTeam,New Zealand team,https://olympics.com/en/athletes/peter-burling,Peter BURLING,New Zealand,NZ,NZL
Sailing,rio-2016,49er - Skiff men,Men,GOLD,GameTeam,New Zealand team,https://olympics.com/en/athletes/blair-tuke,Blair TUKE,New Zealand,NZ,NZL
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/nathan-outteridge,Nathan OUTTERIDGE,Australia,AU,AUS
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/iain-jensen,Iain JENSEN,Australia,AU,AUS
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/erik-heil,Erik HEIL,Germany,DE,GER
Sailing,rio-2016,49er - Skiff men,Men,BRONZE,GameTeam,Germany team,https://olympics.com/en/athletes/thomas-ploessel,Thomas PLOESSEL,Germany,DE,GER
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,Argentina team,https://olympics.com/en/athletes/santiago-lange,Santiago LANGE,Argentina,AR,ARG
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,Argentina team,https://olympics.com/en/athletes/cecilia-carranza-saroli,Cecilia CARRANZA SAROLI,Argentina,AR,ARG
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/jason-waterhouse,Jason WATERHOUSE,Australia,AU,AUS
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/lisa-darmanin,Lisa DARMANIN,Australia,AU,AUS
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,Austria team,https://olympics.com/en/athletes/thomas-zajac,Thomas ZAJAC,Austria,AT,AUT
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,Austria team,https://olympics.com/en/athletes/tanja-frank,Tanja FRANK,Austria,AT,AUT
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/ruolin-chen,Ruolin CHEN,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/huixia-liu,Huixia LIU,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/jun-hoong-cheong,Jun Hoong CHEONG,Malaysia,MY,MAS
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/pandelela-rinong-pamg,Pandelela Rinong PAMG,Malaysia,MY,MAS
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/meaghan-benfeito,Meaghan BENFEITO,Canada,CA,CAN
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/roseline-filion,Roseline FILION,Canada,CA,CAN
Diving,rio-2016,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/aisen-chen,Aisen CHEN,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/yue-lin,Yue LIN,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/david-boudia,David BOUDIA,United States of America,US,USA
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/steele-johnson,Steele JOHNSON,United States of America,US,USA
Diving,rio-2016,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/thomas-daley,Thomas DALEY,Great Britain,GB,GBR
Diving,rio-2016,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/daniel-goodfellow,Daniel GOODFELLOW,Great Britain,GB,GBR
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/jack-laugher,Jack LAUGHER,Great Britain,GB,GBR
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/chris-mears-1,Chris MEARS,Great Britain,GB,GBR
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/sam-dorman,Sam DORMAN,United States of America,US,USA
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/mike-hixon,Mike HIXON,United States of America,US,USA
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/yuan-cao,Yuan CAO,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/kai-qin,Kai QIN,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/tingmao-shi,Tingmao SHI,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/minxia-wu,Minxia WU,People's Republic of China,CN,CHN
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/tania-cagnotto,Tania CAGNOTTO,Italy,IT,ITA
Diving,rio-2016,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/francesca-dallape,Francesca DALLAPE,Italy,IT,ITA
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/maddison-keeney,Maddison KEENEY,Australia,AU,AUS
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/anabelle-smith,Anabelle SMITH,Australia,AU,AUS
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,Indonesia team #1,https://olympics.com/en/athletes/tontowi-ahmad,Tontowi AHMAD,Indonesia,ID,INA
Badminton,rio-2016,Doubles mixed,Mixed,GOLD,GameTeam,Indonesia team #1,https://olympics.com/en/athletes/liliyana-natsir,Liliyana NATSIR,Indonesia,ID,INA
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/peng-soon-chan,Peng Soon CHAN,Malaysia,MY,MAS
Badminton,rio-2016,Doubles mixed,Mixed,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/liu-ying-goh,Liu Ying GOH,Malaysia,MY,MAS
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/nan-zhang,Nan ZHANG,People's Republic of China,CN,CHN
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/yunlei-zhao,Yunlei ZHAO,People's Republic of China,CN,CHN
Badminton,rio-2016,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/haifeng-fu,Haifeng FU,People's Republic of China,CN,CHN
Badminton,rio-2016,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/nan-zhang,Nan ZHANG,People's Republic of China,CN,CHN
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/v-shem-goh,V Shem GOH,Malaysia,MY,MAS
Badminton,rio-2016,doubles men,Men,SILVER,GameTeam,Malaysia team,https://olympics.com/en/athletes/wee-kiong-tan,Wee Kiong TAN,Malaysia,MY,MAS
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/marcus-ellis,Marcus ELLIS,Great Britain,GB,GBR
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,Great Britain team,https://olympics.com/en/athletes/chris-langridge,Chris LANGRIDGE,Great Britain,GB,GBR
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,Japan team,https://olympics.com/en/athletes/misaki-matsutomo,Misaki MATSUTOMO,Japan,JP,JPN
Badminton,rio-2016,doubles women,Women,GOLD,GameTeam,Japan team,https://olympics.com/en/athletes/ayaka-takahashi,Ayaka TAKAHASHI,Japan,JP,JPN
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,Denmark team,https://olympics.com/en/athletes/christinna-pedersen,Christinna PEDERSEN,Denmark,DK,DEN
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,Denmark team,https://olympics.com/en/athletes/kamilla-rytter-juhl,Kamilla Rytter JUHL,Denmark,DK,DEN
Badminton,rio-2016,doubles women,Women,BRONZE,GameTeam,Republic of Korea team #1,https://olympics.com/en/athletes/seung-chan-shin,Seung Chan SHIN,Republic of Korea,KR,KOR
Tennis,rio-2016,doubles men,Men,GOLD,GameTeam,Spain team #2,https://olympics.com/en/athletes/marc-lopez,Marc LOPEZ,Spain,ES,ESP
Tennis,rio-2016,doubles men,Men,GOLD,GameTeam,Spain team #2,https://olympics.com/en/athletes/rafael-nadal,Rafael NADAL,Spain,ES,ESP
Tennis,rio-2016,doubles men,Men,SILVER,GameTeam,Romania team,https://olympics.com/en/athletes/florin-mergea,Florin MERGEA,Romania,RO,ROU
Tennis,rio-2016,doubles men,Men,SILVER,GameTeam,Romania team,https://olympics.com/en/athletes/horia-tecau,Horia TECAU,Romania,RO,ROU
Tennis,rio-2016,doubles men,Men,BRONZE,GameTeam,United States team #2,https://olympics.com/en/athletes/steve-johnson,Steve JOHNSON,United States of America,US,USA
Tennis,rio-2016,doubles men,Men,BRONZE,GameTeam,United States team #2,https://olympics.com/en/athletes/jack-sock,Jack SOCK,United States of America,US,USA
Tennis,rio-2016,doubles women,Women,GOLD,GameTeam,Russian Federation team #2,https://olympics.com/en/athletes/ekaterina-makarova,Ekaterina MAKAROVA,Russian Federation,RU,RUS
