converted_country_name,discipline_title,medal_type,medal_count
Afghanistan,Taekwondo,BRONZE,2
Liechtenstein,Alpine Skiing,GOLD,2
Finland,Canoe Sprint,GOLD,2
Czechia,Judo,GOLD,2
Czechia,Modern Pentathlon,BRONZE,2
Czechia,Ski Jumping,SILVER,2
Czechia,Speed skating,SILVER,2
Czechia,Tennis,GOLD,2
Czechia,Weightlifting,SILVER,2
Denmark,Badminton,GOLD,2
Denmark,Canoe Sprint,GOLD,2
Denmark,Cycling Track,SILVER,2
Denmark,Equestrian Dressage,SILVER,2
Denmark,Fencing,SILVER,2
Denmark,Rowing,SILVER,2
Denmark,Shooting,GOLD,2
Denmark,Weightlifting,SILVER,2
Dominican Republic,Athletics,GOLD,2
Egypt,Wrestling,GOLD,2
Estonia,Athletics,GOLD,2
Estonia,Cross Country Skiing,SILVER,2
Estonia,Rowing,SILVER,2
Estonia,Wrestling,SILVER,2
Finland,Archery,BRONZE,2
Finland,Biathlon,BRONZE,2
Finland,Biathlon,SILVER,2
Czechia,Cycling Track,GOLD,2
Czechia,Canoe Sprint,SILVER,2
Czechia,Canoe Sprint,BRONZE,2
Colombia,Weightlifting,GOLD,2
China,Sailing,BRONZE,2
China,Short Track,SILVER,2
China,Snowboard,SILVER,2
China,Speed skating,GOLD,2
China,Trampoline,SILVER,2
China,Trampoline Gymnastics,SILVER,2
China,Wrestling,GOLD,2
Colombia,Cycling BMX,BRONZE,2
Colombia,Cycling BMX,GOLD,2
Colombia,Shooting,SILVER,2
Colombia,Wrestling,BRONZE,2
Czechia,Boxing,SILVER,2
Costa Rica,Swimming,BRONZE,2
Cote d'Ivoire,Taekwondo,BRONZE,2
Croatia,Rowing,GOLD,2
Croatia,Sailing,SILVER,2
Croatia,Shooting,GOLD,2
Cuba,Fencing,SILVER,2
Cuba,Taekwondo,SILVER,2
Cuba,Weightlifting,GOLD,2
Czechia,Alpine Skiing,BRONZE,2
Czechia,Boxing,BRONZE,2
Finland,Boxing,GOLD,2
Finland,Freestyle Skiing,SILVER,2
Italy,Snowboard,BRONZE,2
Finland,Ice Hockey,BRONZE,2
Greece,Gymnastics Artistic,BRONZE,2
Greece,Sailing,SILVER,2
Greece,Swimming,BRONZE,2
Greece,Tennis,SILVER,2
Hong Kong,Cycling Track,BRONZE,2
Hong Kong,Swimming,SILVER,2
Hungary,Boxing,SILVER,2
Hungary,Canoe Marathon,SILVER,2
Hungary,Short Track Speed Skating,BRONZE,2
Hungary,Weightlifting,GOLD,2
India,Athletics,SILVER,2
India,Badminton,BRONZE,2
India,Hockey,BRONZE,2
India,Shooting,SILVER,2
India,Wrestling,SILVER,2
Iran,Taekwondo,GOLD,2
Ireland,Athletics,SILVER,2
Israel,Sailing,BRONZE,2
Italy,Canoe Slalom,GOLD,2
Italy,Canoe Sprint,GOLD,2
Italy,Cycling Mountain Bike,GOLD,2
Italy,Equestrian Eventing,GOLD,2
Italy,Marathon Swimming,BRONZE,2
Greece,Fencing,GOLD,2
Greece,Fencing,BRONZE,2
Germany,Tennis,GOLD,2
France,Equestrian Eventing,SILVER,2
Finland,Sailing,SILVER,2
Finland,Snowboard,BRONZE,2
Finland,Snowboard,SILVER,2
Finland,Weightlifting,BRONZE,2
France,Canoe Sprint,SILVER,2
France,Croquet,BRONZE,2
France,Croquet,GOLD,2
France,Croquet,SILVER,2
France,Equestrian Dressage,BRONZE,2
France,Equestrian Eventing,GOLD,2
France,Figure skating,GOLD,2
Germany,Snowboard,BRONZE,2
France,Figure skating,SILVER,2
France,Nordic Combined,GOLD,2
France,Rowing,GOLD,2
Germany,Cross Country Skiing,BRONZE,2
Germany,Cycling Road,GOLD,2
Germany,Equestrian,GOLD,2
Germany,Equestrian Eventing,SILVER,2
Germany,Equestrian Jumping,SILVER,2
Germany,Modern Pentathlon,GOLD,2
Germany,Skeleton,GOLD,2
China,Rowing,BRONZE,2
China,Fencing,BRONZE,2
China,Cycling Track,SILVER,2
China,Archery,SILVER,2
Austria,Cross Country Skiing,SILVER,2
Austria,Cycling Track,BRONZE,2
Austria,Judo,BRONZE,2
Austria,Judo,GOLD,2
Austria,Nordic Combined,GOLD,2
Austria,Nordic Combined,SILVER,2
Austria,Shooting,SILVER,2
Austria,Snowboard,SILVER,2
Austria,Speed skating,SILVER,2
Austria,Weightlifting,BRONZE,2
Austria,Wrestling,BRONZE,2
Azerbaijan,Judo,BRONZE,2
Azerbaijan,Judo,SILVER,2
Azerbaijan,Karate,SILVER,2
Azerbaijan,Shooting,BRONZE,2
Azerbaijan,Taekwondo,BRONZE,2
Bahrain,Athletics,GOLD,2
Bahrain,Athletics,SILVER,2
Belarus,Boxing,SILVER,2
Belarus,Canoe Sprint,SILVER,2
Belarus,Freestyle Skiing,BRONZE,2
Belarus,Freestyle Skiing,SILVER,2
Belarus,Gymnastics Rhythmic,SILVER,2
Austria,Biathlon,SILVER,2
Austria,Biathlon,BRONZE,2
Austria,Athletics,SILVER,2
Australia,Diving,BRONZE,2
Argentina,Athletics,GOLD,2
Argentina,Hockey,SILVER,2
Argentina,Sailing,BRONZE,2
Argentina,Tennis,SILVER,2
Armenia,Boxing,BRONZE,2
Armenia,Weightlifting,BRONZE,2
Armenia,Wrestling,GOLD,2
Australasia,Swimming,GOLD,2
Australia,Cycling Road,BRONZE,2
Australia,Cycling Road,GOLD,2
Australia,Diving,SILVER,2
Australia,Wrestling,BRONZE,2
Australia,Equestrian Eventing,GOLD,2
Australia,Equestrian Eventing,SILVER,2
Australia,Freestyle Skiing,BRONZE,2
Australia,Judo,BRONZE,2
Australia,Rowing,SILVER,2
Australia,Snowboard,BRONZE,2
Australia,Tennis,BRONZE,2
Australia,Triathlon,BRONZE,2
Australia,Triathlon,SILVER,2
Australia,Weightlifting,BRONZE,2
Belarus,Modern Pentathlon,BRONZE,2
Belarus,Rowing,GOLD,2
Belarus,Shooting,SILVER,2
Canada,Judo,SILVER,2
Bulgaria,Rowing,GOLD,2
Bulgaria,Short Track Speed Skating,SILVER,2
Cameroon,Athletics,GOLD,2
Canada,Biathlon,GOLD,2
Canada,Cross Country Skiing,GOLD,2
Canada,Cycling Mountain Bike,SILVER,2
Canada,Cycling Road,BRONZE,2
Canada,Cycling Track,GOLD,2
Canada,Cycling Track,SILVER,2
Canada,Figure skating,GOLD,2
Canada,Sailing,BRONZE,2
Bulgaria,Gymnastics Rhythmic,SILVER,2
Canada,Skeleton,GOLD,2
Canada,Synchronized Swimming,GOLD,2
Canada,Trampoline,BRONZE,2
Canada,Trampoline,GOLD,2
Canada,Weightlifting,GOLD,2
Canada,Weightlifting,SILVER,2
Chile,Athletics,SILVER,2
Chile,Boxing,BRONZE,2
Chile,Equestrian Jumping,SILVER,2
Chile,Tennis,GOLD,2
Bulgaria,Judo,BRONZE,2
Bulgaria,Gymnastics Artistic,SILVER,2
Belarus,Swimming,SILVER,2
Brazil,Athletics,SILVER,2
Belgium,Boxing,BRONZE,2
Belgium,Cycling Road,GOLD,2
Belgium,Equestrian Jumping,GOLD,2
Belgium,Fencing,BRONZE,2
Belgium,Fencing,GOLD,2
Belgium,Judo,GOLD,2
Belgium,Sailing,GOLD,2
Belgium,Swimming,BRONZE,2
Belgium,Swimming,SILVER,2
Belgium,Weightlifting,SILVER,2
Brazil,Beach Volleyball,BRONZE,2
Bulgaria,Gymnastics Artistic,GOLD,2
Brazil,Beach Volleyball,SILVER,2
Brazil,Boxing,GOLD,2
Brazil,Boxing,SILVER,2
Brazil,Canoe Sprint,SILVER,2
Brazil,Football,GOLD,2
Brazil,Gymnastics Artistic,SILVER,2
Brazil,Sailing,GOLD,2
Brazil,Shooting,SILVER,2
Brazil,Taekwondo,BRONZE,2
Bulgaria,Canoe Sprint,BRONZE,2
Italy,Modern Pentathlon,BRONZE,2
Kazakhstan,Judo,BRONZE,2
Kazakhstan,Athletics,BRONZE,2
Latvia,Weightlifting,BRONZE,2
Italy,Snowboard,SILVER,2
Japan,Table Tennis,BRONZE,2
Latvia,Canoe Sprint,SILVER,2
Japan,Weightlifting,GOLD,2
Kazakhstan,Weightlifting,GOLD,2
Kazakhstan,Karate,BRONZE,2
Japan,Badminton,BRONZE,2
Japan,Archery,BRONZE,2
Japan,Artistic Gymnastics,GOLD,2
Kazakhstan,Judo,SILVER,2
Japan,Shooting,SILVER,2
Latvia,Cycling BMX,GOLD,2
Italy,Taekwondo,GOLD,2
Japan,Artistic Gymnastics,BRONZE,2
Algeria,Athletics,BRONZE,2
Latvia,Bobsleigh,BRONZE,2
Kazakhstan,Cross Country Skiing,SILVER,2
Latvia,Skeleton,SILVER,2
Kazakhstan,Athletics,GOLD,2
Kazakhstan,Shooting,SILVER,2
Lebanon,Wrestling,BRONZE,2
Canada,Curling,GOLD,1
Turkmenistan,Weightlifting,SILVER,1
Ukraine,Fencing,SILVER,1
Ukraine,Fencing,GOLD,1
Tunisia,Wrestling,BRONZE,1
Bulgaria,Rowing,SILVER,1
Bulgaria,Short Track Speed Skating,BRONZE,1
Ukraine,Cycling Track,SILVER,1
Türkiye,Archery,GOLD,1
Türkiye,Artistic Gymnastics,BRONZE,1
Bulgaria,Swimming,BRONZE,1
Bulgaria,Swimming,GOLD,1
Ukraine,Figure skating,BRONZE,1
Ukraine,Freestyle Skiing,GOLD,1
Ukraine,Figure skating,GOLD,1
Bulgaria,Tennis,BRONZE,1
Tunisia,Taekwondo,SILVER,1
Ukraine,Freestyle Skiing,SILVER,1
Tunisia,Taekwondo,BRONZE,1
Kazakhstan,Swimming,GOLD,1
Tunisia,Swimming,BRONZE,1
Tunisia,Marathon Swimming,GOLD,1
Kazakhstan,Wrestling,GOLD,1
Bulgaria,Rhythmic Gymnastics,GOLD,1
Bulgaria,Karate,GOLD,1
Bulgaria,Judo,SILVER,1
Ukraine,Gymnastics Rhythmic,GOLD,1
Mongolia,Boxing,GOLD,1
Bulgaria,Swimming,SILVER,1
Burkina Faso,Athletics,BRONZE,1
Türkiye,Judo,BRONZE,1
Canada,Alpine Skiing,SILVER,1
Türkiye,Judo,GOLD,1
Canada,Curling,BRONZE,1
Türkiye,Boxing,GOLD,1
Türkiye,Karate,SILVER,1
Mongolia,Shooting,BRONZE,1
Türkiye,Taekwondo,GOLD,1
Canada,Cycling Mountain Bike,BRONZE,1
Canada,Canoe Marathon,BRONZE,1
Canada,Bobsleigh,SILVER,1
Canada,Bobsleigh,BRONZE,1
Türkiye,Weightlifting,SILVER,1
Kazakhstan,Taekwondo,BRONZE,1
Canada,Biathlon,BRONZE,1
Cameroon,Weightlifting,BRONZE,1
Ukraine,Biathlon,SILVER,1
Cameroon,Football,GOLD,1
Uganda,Athletics,SILVER,1
Uganda,Boxing,BRONZE,1
Cameroon,Boxing,SILVER,1
Ukraine,Archery,BRONZE,1
Ukraine,Archery,GOLD,1
Ukraine,Karate,BRONZE,1
Cameroon,Boxing,BRONZE,1
Mongolia,Judo,GOLD,1
Mongolia,Shooting,SILVER,1
Burundi,Athletics,SILVER,1
Burundi,Athletics,GOLD,1
Ukraine,Biathlon,GOLD,1
Ukraine,Judo,SILVER,1
Moldova,Shooting,SILVER,1
Ukraine,Karate,SILVER,1
Brazil,Beach Volleyball,GOLD,1
Unified Team,Volleyball,SILVER,1
Unified Team,Tennis,BRONZE,1
Unified Team,Swimming,SILVER,1
Latvia,Athletics,BRONZE,1
Brazil,Canoe Sprint,BRONZE,1
Brazil,Canoe Sprint,GOLD,1
Unified Team,Shooting,BRONZE,1
Unified Team,Modern Pentathlon,BRONZE,1
Latvia,3x3 Basketball,GOLD,1
Brazil,Equestrian Jumping,GOLD,1
Unified Team,Gymnastics Rhythmic,GOLD,1
Unified Team,Gymnastics Rhythmic,BRONZE,1
Kyrgyz Republic,Judo,BRONZE,1
Brazil,Gymnastics Artistic,BRONZE,1
Brazil,Gymnastics Artistic,GOLD,1
Mexico,Swimming,GOLD,1
Mexico,Swimming,BRONZE,1
Ukraine,Modern Pentathlon,SILVER,1
Mexico,Shooting,SILVER,1
Belgium,Weightlifting,GOLD,1
Mexico,Modern Pentathlon,BRONZE,1
United Kingdom,Bobsleigh,BRONZE,1
United Kingdom,Badminton,SILVER,1
United Kingdom,Badminton,BRONZE,1
Bermuda,Boxing,BRONZE,1
Bermuda,Triathlon,GOLD,1
Botswana,Athletics,BRONZE,1
United Kingdom,Artistic Gymnastics,GOLD,1
United Kingdom,Artistic Gymnastics,BRONZE,1
Botswana,Athletics,SILVER,1
Brazil,Artistic Gymnastics,GOLD,1
Brazil,Artistic Gymnastics,SILVER,1
United Arab Emirates,Shooting,GOLD,1
United Arab Emirates,Judo,BRONZE,1
Unified Team,Freestyle Skiing,SILVER,1
Unified Team,Figure skating,SILVER,1
Mexico,Weightlifting,GOLD,1
Unified Team,Figure skating,BRONZE,1
Moldova,Canoe Sprint,BRONZE,1
Brazil,Tennis,BRONZE,1
Brazil,Volleyball,SILVER,1
Ukraine,Weightlifting,SILVER,1
Bulgaria,Biathlon,BRONZE,1
Bulgaria,Biathlon,GOLD,1
Ukraine,Trampoline,SILVER,1
Ukraine,Trampoline,GOLD,1
Ukraine,Tennis,BRONZE,1
Moldova,Canoe Sprint,SILVER,1
Bulgaria,Cross Country Skiing,BRONZE,1
Canada,Cycling Road,SILVER,1
Moldova,Wrestling,BRONZE,1
Bulgaria,Gymnastics Rhythmic,BRONZE,1
Kenya,Boxing,GOLD,1
Brazil,Swimming,GOLD,1
Brazil,Surfing,GOLD,1
Kenya,Boxing,SILVER,1
Mexico,Wrestling,SILVER,1
Brazil,Marathon Swimming,BRONZE,1
Unified Team,Fencing,BRONZE,1
Brazil,Marathon Swimming,GOLD,1
Unified Team,Diving,BRONZE,1
Brazil,Modern Pentathlon,BRONZE,1
Brazil,Sailing,BRONZE,1
Unified Team,Canoe Sprint,SILVER,1
Brazil,Shooting,GOLD,1
Unified Team,Boxing,SILVER,1
Unified Team,Boxing,BRONZE,1
Unified Team,Biathlon,SILVER,1
Brazil,Sailing,SILVER,1
Unified Team,Biathlon,BRONZE,1
Unified Team,Basketball,GOLD,1
Tunisia,Fencing,BRONZE,1
Trinidad and Tobago,Swimming,BRONZE,1
Kazakhstan,Speed skating,BRONZE,1
Switzerland,Bobsleigh,BRONZE,1
Kazakhstan,Cycling Road,SILVER,1
Switzerland,Cycling Track,SILVER,1
Switzerland,Cycling Track,GOLD,1
Switzerland,Cycling Track,BRONZE,1
Netherlands,Boxing,GOLD,1
China,Figure skating,GOLD,1
China,Figure skating,SILVER,1
China,Golf,BRONZE,1
China,Karate,BRONZE,1
China,Karate,SILVER,1
Switzerland,Cycling BMX Freestyle,BRONZE,1
Switzerland,Curling,SILVER,1
Switzerland,Curling,BRONZE,1
China,Modern Pentathlon,SILVER,1
Kazakhstan,Cycling Road,GOLD,1
China,Cycling Track,GOLD,1
Switzerland,Equestrian Dressage,SILVER,1
Switzerland,Equestrian Eventing,BRONZE,1
China,Archery,BRONZE,1
Chile,Football,BRONZE,1
Chile,Shooting,SILVER,1
Chile,Tennis,BRONZE,1
Netherlands,Badminton,SILVER,1
Chile,Tennis,SILVER,1
China,3x3 Basketball,BRONZE,1
China,Archery,GOLD,1
China,Canoe Sprint,SILVER,1
Switzerland,Figure skating,BRONZE,1
Netherlands,Beach Volleyball,BRONZE,1
Switzerland,Fencing,GOLD,1
Switzerland,Fencing,BRONZE,1
Switzerland,Equestrian Jumping,SILVER,1
China,Artistic Gymnastics,BRONZE,1
China,Short Track,GOLD,1
Switzerland,Biathlon,SILVER,1
Montenegro,Handball,SILVER,1
Kazakhstan,Cross Country Skiing,GOLD,1
Colombia,Cycling BMX Racing,BRONZE,1
Colombia,Cycling BMX Racing,SILVER,1
Colombia,Cycling Road,SILVER,1
Sweden,Snowboard,SILVER,1
Sweden,Ski Jumping,SILVER,1
Sweden,Ski Jumping,BRONZE,1
Colombia,Cycling Track,BRONZE,1
Colombia,Judo,BRONZE,1
Colombia,Judo,SILVER,1
Kazakhstan,Biathlon,SILVER,1
Colombia,Taekwondo,BRONZE,1
Kazakhstan,Athletics,SILVER,1
Sweden,Rowing,SILVER,1
Sweden,Nordic Combined,SILVER,1
Sweden,Nordic Combined,BRONZE,1
Kazakhstan,Cross Country Skiing,BRONZE,1
Netherlands,Cycling Mountain Bike,GOLD,1
Colombia,Boxing,SILVER,1
China,Trampoline Gymnastics,GOLD,1
China,Skeleton,BRONZE,1
China,Snowboard,GOLD,1
Netherlands,Cycling BMX,BRONZE,1
Netherlands,Cycling BMX,SILVER,1
China,Taekwondo,SILVER,1
Netherlands,Cycling BMX Racing,BRONZE,1
Netherlands,Cycling BMX Racing,GOLD,1
Sweden,Table Tennis,BRONZE,1
Netherlands,Cycling Mountain Bike,BRONZE,1
Sweden,Triathlon,SILVER,1
Colombia,Athletics,BRONZE,1
Colombia,Athletics,GOLD,1
Sweden,Table Tennis,SILVER,1
Sweden,Table Tennis,GOLD,1
Switzerland,Judo,GOLD,1
Switzerland,Judo,SILVER,1
Switzerland,Nordic Combined,GOLD,1
Switzerland,Nordic Combined,SILVER,1
Tajikistan,Wrestling,SILVER,1
Tajikistan,Judo,BRONZE,1
Tajikistan,Boxing,BRONZE,1
Tajikistan,Athletics,GOLD,1
Canada,Luge,SILVER,1
Canada,Marathon Swimming,BRONZE,1
Kazakhstan,Modern Pentathlon,GOLD,1
Taiwan,Taekwondo,SILVER,1
Canada,Sailing,SILVER,1
Canada,Shooting,BRONZE,1
Taiwan,Table Tennis,SILVER,1
Canada,Shooting,SILVER,1
Taiwan,Karate,BRONZE,1
Taiwan,Judo,SILVER,1
Taiwan,Golf,BRONZE,1
Canada,Luge,BRONZE,1
Canada,Lacrosse,GOLD,1
Canada,Lacrosse,BRONZE,1
Canada,Equestrian Jumping,SILVER,1
Tunisia,Athletics,BRONZE,1
Trinidad and Tobago,Weightlifting,SILVER,1
Canada,Diving,GOLD,1
United Kingdom,Canoe Slalom,BRONZE,1
Canada,Equestrian Jumping,BRONZE,1
Canada,Equestrian Jumping,GOLD,1
Tonga,Boxing,SILVER,1
Kazakhstan,Shooting,BRONZE,1
Togo,Canoe Slalom,BRONZE,1
Canada,Football,GOLD,1
Canada,Golf,GOLD,1
Canada,Gymnastics Artistic,GOLD,1
Thailand,Taekwondo,GOLD,1
Canada,Gymnastics Rhythmic,GOLD,1
Taiwan,Boxing,BRONZE,1
Taiwan,Badminton,SILVER,1
Taiwan,Badminton,GOLD,1
Kazakhstan,Freestyle Skiing,BRONZE,1
Canada,Triathlon,SILVER,1
Canada,Weightlifting,BRONZE,1
Switzerland,Ski Jumping,SILVER,1
Netherlands,Archery,BRONZE,1
Switzerland,Skeleton,GOLD,1
Netherlands,Archery,SILVER,1
Chile,Boxing,SILVER,1
Mozambique,Athletics,GOLD,1
Switzerland,Sailing,SILVER,1
Switzerland,Sailing,GOLD,1
Switzerland,Sailing,BRONZE,1
Switzerland,Rowing,SILVER,1
Switzerland,Rowing,GOLD,1
Kazakhstan,Figure skating,BRONZE,1
Canada,Triathlon,GOLD,1
Canada,Taekwondo,SILVER,1
Taiwan,Athletics,SILVER,1
Syria,Boxing,BRONZE,1
Taiwan,Athletics,BRONZE,1
Taiwan,Artistic Gymnastics,SILVER,1
Canada,Short Track,GOLD,1
Taiwan,Archery,BRONZE,1
Syria,Wrestling,SILVER,1
Syria,Weightlifting,BRONZE,1
Syria,Athletics,GOLD,1
Canada,Taekwondo,BRONZE,1
Canada,Short Track,SILVER,1
Canada,Skeleton,BRONZE,1
Canada,Skeleton,SILVER,1
Mozambique,Athletics,BRONZE,1
Switzerland,Triathlon,SILVER,1
Canada,Synchronized Swimming,SILVER,1
Belgium,Weightlifting,BRONZE,1
Nigeria,Weightlifting,BRONZE,1
Belgium,Water Polo,SILVER,1
Australia,Skateboarding,GOLD,1
Australia,Equestrian,SILVER,1
Lithuania,Weightlifting,BRONZE,1
Lithuania,Wrestling,BRONZE,1
Lithuania,Wrestling,SILVER,1
United States,Ski Jumping,BRONZE,1
Latvia,Wrestling,SILVER,1
Australia,Marathon Swimming,BRONZE,1
United States,Skeleton,BRONZE,1
Australia,Modern Pentathlon,GOLD,1
Australia,Rowing,BRONZE,1
Latvia,Weightlifting,SILVER,1
Australia,Rugby,GOLD,1
United States,Short Track,SILVER,1
Australia,Sailing,SILVER,1
Australia,Shooting,SILVER,1
Australia,Equestrian,BRONZE,1
Lithuania,Swimming,GOLD,1
United States,Sport Climbing,SILVER,1
Australia,Canoe Slalom,GOLD,1
United States,Tug of War,GOLD,1
United States,Triathlon,GOLD,1
Australia,Beach Volleyball,BRONZE,1
Australia,Beach Volleyball,GOLD,1
Australia,Beach Volleyball,SILVER,1
Australia,Boxing,SILVER,1
Australia,Cycling BMX,SILVER,1
United States,Surfing,GOLD,1
Australia,Cycling BMX Freestyle,GOLD,1
United States,Synchronized Swimming,SILVER,1
Lithuania,Rowing,SILVER,1
Lithuania,Sailing,SILVER,1
Australia,Cycling Road,SILVER,1
Lithuania,Shooting,GOLD,1
Australia,Short Track Speed Skating,GOLD,1
Australia,Skeleton,SILVER,1
United States,Water Polo,GOLD,1
Luxembourg,Weightlifting,SILVER,1
United States,Jeu de Paume,GOLD,1
United States,Ice Hockey,SILVER,1
MIX,Fencing,GOLD,1
Australia,Weightlifting,GOLD,1
Australia,Weightlifting,SILVER,1
MIX,Football,BRONZE,1
Australia,Wrestling,SILVER,1
Austria,Athletics,GOLD,1
MIX,Gymnastics Artistic,GOLD,1
MIX,Polo,GOLD,1
United States,Football,SILVER,1
Austria,Canoe Slalom,BRONZE,1
Austria,Canoe Slalom,SILVER,1
Austria,Canoe Sprint,BRONZE,1
Austria,Canoe Sprint,GOLD,1
MIX,Cricket,SILVER,1
Australia,Triathlon,GOLD,1
MIX,Athletics,SILVER,1
Australia,Taekwondo,SILVER,1
Australia,Snowboard,GOLD,1
Australia,Surfing,BRONZE,1
Australia,Taekwondo,GOLD,1
United States,Roque,SILVER,1
United States,Roque,GOLD,1
United States,Roque,BRONZE,1
United States,Nordic Combined,GOLD,1
United States,Karate,BRONZE,1
MIX,Athletics,GOLD,1
Australia,Trampoline,SILVER,1
United States,Marathon Swimming,SILVER,1
United States,Luge,SILVER,1
United States,Luge,BRONZE,1
United States,Lacrosse,SILVER,1
United States,Tug of War,SILVER,1
Australia,Basketball,BRONZE,1
Austria,Cross Country Skiing,GOLD,1
Argentina,Swimming,SILVER,1
Yugoslavia,Canoe Sprint,SILVER,1
Yugoslavia,Canoe Sprint,GOLD,1
Yugoslavia,Canoe Sprint,BRONZE,1
Argentina,Rowing,SILVER,1
Argentina,Rugby Sevens,BRONZE,1
Lithuania,Boxing,BRONZE,1
Yugoslavia,Basketball,SILVER,1
Argentina,Sailing,GOLD,1
Argentina,Shooting,SILVER,1
Argentina,Swimming,BRONZE,1
Vietnam,Weightlifting,SILVER,1
Vietnam,Taekwondo,SILVER,1
Vietnam,Shooting,SILVER,1
Vietnam,Shooting,GOLD,1
Argentina,Swimming,GOLD,1
Argentina,Rowing,BRONZE,1
Argentina,Judo,GOLD,1
Argentina,Judo,BRONZE,1
Algeria,Judo,SILVER,1
Algeria,Boxing,GOLD,1
Zimbabwe,Swimming,BRONZE,1
Zimbabwe,Hockey,GOLD,1
Zambia,Boxing,BRONZE,1
Zambia,Athletics,SILVER,1
Algeria,Judo,BRONZE,1
Yugoslavia,Water Polo,GOLD,1
Lithuania,Athletics,SILVER,1
Yugoslavia,Swimming,SILVER,1
Yugoslavia,Swimming,GOLD,1
Yugoslavia,Ski Jumping,BRONZE,1
Argentina,Equestrian Eventing,SILVER,1
Yugoslavia,Shooting,BRONZE,1
Yugoslavia,Rowing,BRONZE,1
Venezuela,Weightlifting,BRONZE,1
Venezuela,Swimming,BRONZE,1
Australia,Archery,GOLD,1
Venezuela,Shooting,BRONZE,1
Uzbekistan,Freestyle Skiing,GOLD,1
Lithuania,Modern Pentathlon,GOLD,1
Australasia,Athletics,BRONZE,1
Australasia,Boxing,SILVER,1
Uruguay,Rowing,SILVER,1
Uruguay,Rowing,BRONZE,1
Uruguay,Football,GOLD,1
Uruguay,Cycling Track,SILVER,1
Uruguay,Boxing,BRONZE,1
Uruguay,Basketball,BRONZE,1
United States Virgin Islands,Sailing,SILVER,1
Lebanon,Weightlifting,SILVER,1
Australasia,Tennis,BRONZE,1
Australia,Alpine Skiing,BRONZE,1
Australia,Archery,BRONZE,1
Uzbekistan,Gymnastics Artistic,BRONZE,1
Lithuania,Modern Pentathlon,BRONZE,1
Lithuania,Cycling Road,BRONZE,1
Venezuela,Athletics,SILVER,1
Venezuela,Fencing,GOLD,1
Venezuela,Cycling BMX Freestyle,SILVER,1
Venezuela,Cycling BMX,BRONZE,1
Argentina,Taekwondo,GOLD,1
Venezuela,Boxing,GOLD,1
Argentina,Tennis,BRONZE,1
Venezuela,Athletics,GOLD,1
Uzbekistan,Taekwondo,GOLD,1
Venezuela,Athletics,BRONZE,1
Lithuania,Canoe Sprint,BRONZE,1
Argentina,Weightlifting,BRONZE,1
Argentina,Weightlifting,SILVER,1
Armenia,Artistic Gymnastics,BRONZE,1
Uzbekistan,Trampoline,BRONZE,1
Austria,Canoe Sprint,SILVER,1
MIX,Polo,SILVER,1
Belgium,Tennis,GOLD,1
United Kingdom,Freestyle Skiing,BRONZE,1
Belgium,Bobsleigh,BRONZE,1
Mexico,Cycling Track,SILVER,1
Belgium,Boxing,GOLD,1
United Kingdom,Marathon Swimming,BRONZE,1
Belgium,Boxing,SILVER,1
Belgium,Cycling Mountain Bike,SILVER,1
United Kingdom,Jeu de Paume,SILVER,1
United Kingdom,Jeu de Paume,BRONZE,1
United Kingdom,Hockey,SILVER,1
United Kingdom,Hockey,GOLD,1
Belgium,Equestrian,BRONZE,1
Belgium,Equestrian  Vaulting,BRONZE,1
Belgium,Equestrian  Vaulting,GOLD,1
United Kingdom,Golf,SILVER,1
United Kingdom,Golf,GOLD,1
Belgium,Artistic Gymnastics,GOLD,1
United Kingdom,Polo,GOLD,1
Belarus,Weightlifting,GOLD,1
Belarus,Shooting,GOLD,1
Belarus,Rhythmic Gymnastics,BRONZE,1
United Kingdom,Skateboarding,BRONZE,1
United Kingdom,Short Track Speed Skating,BRONZE,1
Belarus,Rowing,BRONZE,1
Latvia,Cycling Road,BRONZE,1
Belarus,Rowing,SILVER,1
Belarus,Speed skating,SILVER,1
Belarus,Trampoline Gymnastics,GOLD,1
Belarus,Swimming,BRONZE,1
Mexico,Cycling Track,BRONZE,1
Belarus,Tennis,BRONZE,1
Belarus,Trampoline,GOLD,1
United Kingdom,Rackets,SILVER,1
United Kingdom,Rackets,GOLD,1
United Kingdom,Golf,BRONZE,1
United Kingdom,Football,GOLD,1
United Kingdom,Skeleton,SILVER,1
Mexico,Diving,GOLD,1
Belgium,Speed skating,BRONZE,1
Belgium,Speed skating,GOLD,1
Belgium,Speed skating,SILVER,1
Mexico,Fencing,SILVER,1
Belgium,Swimming,GOLD,1
United Kingdom,Cycling Mountain Bike,GOLD,1
United Kingdom,Cycling BMX Racing,SILVER,1
United Kingdom,Cycling BMX Racing,GOLD,1
United Kingdom,Cycling BMX Freestyle,GOLD,1
United Kingdom,Cycling BMX Freestyle,BRONZE,1
United Kingdom,Curling,SILVER,1
Costa Rica,Swimming,GOLD,1
United Kingdom,Cricket,GOLD,1
Mexico,Football,GOLD,1
Belgium,Tennis,BRONZE,1
Belgium,Short Track Speed Skating,BRONZE,1
Belgium,Shooting,GOLD,1
Mexico,Equestrian Jumping,SILVER,1
Belgium,Hockey,GOLD,1
Belgium,Equestrian Jumping,SILVER,1
Latvia,Bobsleigh,GOLD,1
Mexico,Equestrian Jumping,BRONZE,1
United Kingdom,Fencing,GOLD,1
Belgium,Figure skating,BRONZE,1
United Kingdom,Equestrian Jumping,GOLD,1
